id;kecamatan_id;nama;kodepos;;
701;67;wanagiri;42278;;['id'=>'701','kecamatan_id'=>'67','nama'=>'wanagiri','kodepos'=>'42278'],
702;68;bojongmanik;42276;;['id'=>'702','kecamatan_id'=>'68','nama'=>'bojongmanik','kodepos'=>'42276'],
703;68;cempakawarna;42276;;['id'=>'703','kecamatan_id'=>'68','nama'=>'cempakawarna','kodepos'=>'42276'],
704;68;ciodeng;42276;;['id'=>'704','kecamatan_id'=>'68','nama'=>'ciodeng','kodepos'=>'42276'],
705;68;kadumalati;42276;;['id'=>'705','kecamatan_id'=>'68','nama'=>'kadumalati','kodepos'=>'42276'],
706;68;pasirdurung;42276;;['id'=>'706','kecamatan_id'=>'68','nama'=>'pasirdurung','kodepos'=>'42276'],
707;68;pasirlancar;42276;;['id'=>'707','kecamatan_id'=>'68','nama'=>'pasirlancar','kodepos'=>'42276'],
708;68;pasirloa;42276;;['id'=>'708','kecamatan_id'=>'68','nama'=>'pasirloa','kodepos'=>'42276'],
709;68;pasirtenjo;42276;;['id'=>'709','kecamatan_id'=>'68','nama'=>'pasirtenjo','kodepos'=>'42276'],
710;68;sidangresmi;42276;;['id'=>'710','kecamatan_id'=>'68','nama'=>'sidangresmi','kodepos'=>'42276'],
711;70;cibungur;42267;;['id'=>'711','kecamatan_id'=>'70','nama'=>'cibungur','kodepos'=>'42267'],
712;70;cikuya;42267;;['id'=>'712','kecamatan_id'=>'70','nama'=>'cikuya','kodepos'=>'42267'],
713;70;karyasari;42267;;['id'=>'713','kecamatan_id'=>'70','nama'=>'karyasari','kodepos'=>'42267'],
714;70;kubangkampil;42267;;['id'=>'714','kecamatan_id'=>'70','nama'=>'kubangkampil','kodepos'=>'42267'],
715;70;pasirkadu;42267;;['id'=>'715','kecamatan_id'=>'70','nama'=>'pasirkadu','kodepos'=>'42267'],
716;70;perdana;42267;;['id'=>'716','kecamatan_id'=>'70','nama'=>'perdana','kodepos'=>'42267'],
717;70;seuseupan;42267;;['id'=>'717','kecamatan_id'=>'70','nama'=>'seuseupan','kodepos'=>'42267'],
718;70;sidamukti;42267;;['id'=>'718','kecamatan_id'=>'70','nama'=>'sidamukti','kodepos'=>'42267'],
719;70;sukaresmi;42267;;['id'=>'719','kecamatan_id'=>'70','nama'=>'sukaresmi','kodepos'=>'42267'],
720;70;weru;42267;;['id'=>'720','kecamatan_id'=>'70','nama'=>'weru','kodepos'=>'42267'],
721;71;cigorondong;42283;;['id'=>'721','kecamatan_id'=>'71','nama'=>'cigorondong','kodepos'=>'42283'],
722;71;kertajaya;42283;;['id'=>'722','kecamatan_id'=>'71','nama'=>'kertajaya','kodepos'=>'42283'],
723;71;kertamukti;42283;;['id'=>'723','kecamatan_id'=>'71','nama'=>'kertamukti','kodepos'=>'42283'],
724;71;sumberjaya;42283;;['id'=>'724','kecamatan_id'=>'71','nama'=>'sumberjaya','kodepos'=>'42283'],
725;71;tamanjaya;42283;;['id'=>'725','kecamatan_id'=>'71','nama'=>'tamanjaya','kodepos'=>'42283'],
726;71;tunggaljaya;42283;;['id'=>'726','kecamatan_id'=>'71','nama'=>'tunggaljaya','kodepos'=>'42283'],
727;71;ujungjaya;42283;;['id'=>'727','kecamatan_id'=>'71','nama'=>'ujungjaya','kodepos'=>'42283'],
728;72;banjar agung;42122;;['id'=>'728','kecamatan_id'=>'72','nama'=>'banjar agung','kodepos'=>'42122'],
729;72;banjarsari;42123;;['id'=>'729','kecamatan_id'=>'72','nama'=>'banjarsari','kodepos'=>'42123'],
730;72;cipocok jaya;42121;;['id'=>'730','kecamatan_id'=>'72','nama'=>'cipocok jaya','kodepos'=>'42121'],
731;72;dalung;42127;;['id'=>'731','kecamatan_id'=>'72','nama'=>'dalung','kodepos'=>'42127'],
732;72;gelam;42128;;['id'=>'732','kecamatan_id'=>'72','nama'=>'gelam','kodepos'=>'42128'],
733;72;karundang;42125;;['id'=>'733','kecamatan_id'=>'72','nama'=>'karundang','kodepos'=>'42125'],
734;72;panancangan;42124;;['id'=>'734','kecamatan_id'=>'72','nama'=>'panancangan','kodepos'=>'42124'],
735;72;tembong;42126;;['id'=>'735','kecamatan_id'=>'72','nama'=>'tembong','kodepos'=>'42126'],
736;73;binong;15810;;['id'=>'736','kecamatan_id'=>'73','nama'=>'binong','kodepos'=>'15810'],
737;73;cilaku;42171;;['id'=>'737','kecamatan_id'=>'73','nama'=>'cilaku','kodepos'=>'42171'],
738;73;cipete;42171;;['id'=>'738','kecamatan_id'=>'73','nama'=>'cipete','kodepos'=>'42171'],
739;73;cukanggalih;15810;;['id'=>'739','kecamatan_id'=>'73','nama'=>'cukanggalih','kodepos'=>'15810'],
740;73;curug;42171;;['id'=>'740','kecamatan_id'=>'73','nama'=>'curug','kodepos'=>'42171'],
741;73;curug kulon;15810;;['id'=>'741','kecamatan_id'=>'73','nama'=>'curug kulon','kodepos'=>'15810'],
742;73;curug manis;42171;;['id'=>'742','kecamatan_id'=>'73','nama'=>'curug manis','kodepos'=>'42171'],
743;73;curug wetan;15810;;['id'=>'743','kecamatan_id'=>'73','nama'=>'curug wetan','kodepos'=>'15810'],
744;73;kadu;15810;;['id'=>'744','kecamatan_id'=>'73','nama'=>'kadu','kodepos'=>'15810'],
745;73;kadu jaya;15810;;['id'=>'745','kecamatan_id'=>'73','nama'=>'kadu jaya','kodepos'=>'15810'],
746;73;kemanisan;42171;;['id'=>'746','kecamatan_id'=>'73','nama'=>'kemanisan','kodepos'=>'42171'],
747;73;pancalaksana;42171;;['id'=>'747','kecamatan_id'=>'73','nama'=>'pancalaksana','kodepos'=>'42171'],
748;73;sukabakti;15810;;['id'=>'748','kecamatan_id'=>'73','nama'=>'sukabakti','kodepos'=>'15810'],
749;73;sukajaya;42171;;['id'=>'749','kecamatan_id'=>'73','nama'=>'sukajaya','kodepos'=>'42171'],
750;73;sukalaksana;42171;;['id'=>'750','kecamatan_id'=>'73','nama'=>'sukalaksana','kodepos'=>'42171'],
751;73;sukawana;42171;;['id'=>'751','kecamatan_id'=>'73','nama'=>'sukawana','kodepos'=>'42171'],
752;73;tinggar;42171;;['id'=>'752','kecamatan_id'=>'73','nama'=>'tinggar','kodepos'=>'42171'],
753;74;banten;42191;;['id'=>'753','kecamatan_id'=>'74','nama'=>'banten','kodepos'=>'42191'],
754;74;bendung;42191;;['id'=>'754','kecamatan_id'=>'74','nama'=>'bendung','kodepos'=>'42191'],
755;74;kasemen;42191;;['id'=>'755','kecamatan_id'=>'74','nama'=>'kasemen','kodepos'=>'42191'],
756;74;kasunyatan;42191;;['id'=>'756','kecamatan_id'=>'74','nama'=>'kasunyatan','kodepos'=>'42191'],
757;74;kilasah;42191;;['id'=>'757','kecamatan_id'=>'74','nama'=>'kilasah','kodepos'=>'42191'],
758;74;margaluyu;42191;;['id'=>'758','kecamatan_id'=>'74','nama'=>'margaluyu','kodepos'=>'42191'],
759;74;mesjid priyayi;42191;;['id'=>'759','kecamatan_id'=>'74','nama'=>'mesjid priyayi','kodepos'=>'42191'],
760;74;sawah luhur;42191;;['id'=>'760','kecamatan_id'=>'74','nama'=>'sawah luhur','kodepos'=>'42191'],
761;74;terumbu;42191;;['id'=>'761','kecamatan_id'=>'74','nama'=>'terumbu','kodepos'=>'42191'],
762;74;warung jaud;42191;;['id'=>'762','kecamatan_id'=>'74','nama'=>'warung jaud','kodepos'=>'42191'],
763;75;cimuncang;42111;;['id'=>'763','kecamatan_id'=>'75','nama'=>'cimuncang','kodepos'=>'42111'],
764;75;cipare;42117;;['id'=>'764','kecamatan_id'=>'75','nama'=>'cipare','kodepos'=>'42117'],
765;75;kagungan;42114;;['id'=>'765','kecamatan_id'=>'75','nama'=>'kagungan','kodepos'=>'42114'],
766;75;kaligandu;42116;;['id'=>'766','kecamatan_id'=>'75','nama'=>'kaligandu','kodepos'=>'42116'],
767;75;kota baru;42112;;['id'=>'767','kecamatan_id'=>'75','nama'=>'kota baru','kodepos'=>'42112'],
768;75;lontarbaru;42115;;['id'=>'768','kecamatan_id'=>'75','nama'=>'lontarbaru','kodepos'=>'42115'],
769;75;lopang;42113;;['id'=>'769','kecamatan_id'=>'75','nama'=>'lopang','kodepos'=>'42113'],
770;75;serang;42116;;['id'=>'770','kecamatan_id'=>'75','nama'=>'serang','kodepos'=>'42116'],
771;75;sukawana;42116;;['id'=>'771','kecamatan_id'=>'75','nama'=>'sukawana','kodepos'=>'42116'],
772;75;sumur pecung;42118;;['id'=>'772','kecamatan_id'=>'75','nama'=>'sumur pecung','kodepos'=>'42118'],
773;75;terondol;42119;;['id'=>'773','kecamatan_id'=>'75','nama'=>'terondol','kodepos'=>'42119'],
774;75;unyur;42111;;['id'=>'774','kecamatan_id'=>'75','nama'=>'unyur','kodepos'=>'42111'],
775;76;cilowong;42162;;['id'=>'775','kecamatan_id'=>'76','nama'=>'cilowong','kodepos'=>'42162'],
776;76;drangong;42162;;['id'=>'776','kecamatan_id'=>'76','nama'=>'drangong','kodepos'=>'42162'],
777;76;kalanganyar;42162;;['id'=>'777','kecamatan_id'=>'76','nama'=>'kalanganyar','kodepos'=>'42162'],
778;76;kuranji;42162;;['id'=>'778','kecamatan_id'=>'76','nama'=>'kuranji','kodepos'=>'42162'],
779;76;lialang;42162;;['id'=>'779','kecamatan_id'=>'76','nama'=>'lialang','kodepos'=>'42162'],
780;76;pancur;42162;;['id'=>'780','kecamatan_id'=>'76','nama'=>'pancur','kodepos'=>'42162'],
781;76;panggungjati;42162;;['id'=>'781','kecamatan_id'=>'76','nama'=>'panggungjati','kodepos'=>'42162'],
782;76;sayar;42162;;['id'=>'782','kecamatan_id'=>'76','nama'=>'sayar','kodepos'=>'42162'],
783;76;sepang;42162;;['id'=>'783','kecamatan_id'=>'76','nama'=>'sepang','kodepos'=>'42162'],
784;76;taktakan;42162;;['id'=>'784','kecamatan_id'=>'76','nama'=>'taktakan','kodepos'=>'42162'],
785;76;taman baru;42162;;['id'=>'785','kecamatan_id'=>'76','nama'=>'taman baru','kodepos'=>'42162'],
786;76;umbul tengah;42162;;['id'=>'786','kecamatan_id'=>'76','nama'=>'umbul tengah','kodepos'=>'42162'],
787;77;cigoong;42183;;['id'=>'787','kecamatan_id'=>'77','nama'=>'cigoong','kodepos'=>'42183'],
788;77;kalodoran;42183;;['id'=>'788','kecamatan_id'=>'77','nama'=>'kalodoran','kodepos'=>'42183'],
789;77;kapuren;42183;;['id'=>'789','kecamatan_id'=>'77','nama'=>'kapuren','kodepos'=>'42183'],
790;77;kiara;42183;;['id'=>'790','kecamatan_id'=>'77','nama'=>'kiara','kodepos'=>'42183'],
791;77;lebakwangi;42183;;['id'=>'791','kecamatan_id'=>'77','nama'=>'lebakwangi','kodepos'=>'42183'],
792;77;nyapah;42183;;['id'=>'792','kecamatan_id'=>'77','nama'=>'nyapah','kodepos'=>'42183'],
793;77;pabuaran;42183;;['id'=>'793','kecamatan_id'=>'77','nama'=>'pabuaran','kodepos'=>'42183'],
794;77;pager agung;42183;;['id'=>'794','kecamatan_id'=>'77','nama'=>'pager agung','kodepos'=>'42183'],
795;77;pangampelan;42183;;['id'=>'795','kecamatan_id'=>'77','nama'=>'pangampelan','kodepos'=>'42183'],
796;77;pasuluhan;42183;;['id'=>'796','kecamatan_id'=>'77','nama'=>'pasuluhan','kodepos'=>'42183'],
797;77;pipitan;42183;;['id'=>'797','kecamatan_id'=>'77','nama'=>'pipitan','kodepos'=>'42183'],
798;77;tegalsari;42183;;['id'=>'798','kecamatan_id'=>'77','nama'=>'tegalsari','kodepos'=>'42183'],
799;77;teritih;42183;;['id'=>'799','kecamatan_id'=>'77','nama'=>'teritih','kodepos'=>'42183'],
800;77;walantaka;42183;;['id'=>'800','kecamatan_id'=>'77','nama'=>'walantaka','kodepos'=>'42183'],
801;78;anyar;42166;;['id'=>'801','kecamatan_id'=>'78','nama'=>'anyar','kodepos'=>'42166'],
802;78;bandulu;42166;;['id'=>'802','kecamatan_id'=>'78','nama'=>'bandulu','kodepos'=>'42166'],
803;78;banjarsari;42166;;['id'=>'803','kecamatan_id'=>'78','nama'=>'banjarsari','kodepos'=>'42166'],
804;78;bunihara;42166;;['id'=>'804','kecamatan_id'=>'78','nama'=>'bunihara','kodepos'=>'42166'],
805;78;cikoneng;42166;;['id'=>'805','kecamatan_id'=>'78','nama'=>'cikoneng','kodepos'=>'42166'],
806;78;grogol indah;42166;;['id'=>'806','kecamatan_id'=>'78','nama'=>'grogol indah','kodepos'=>'42166'],
807;78;kosambironyok;42166;;['id'=>'807','kecamatan_id'=>'78','nama'=>'kosambironyok','kodepos'=>'42166'],
808;78;mekarsari;42166;;['id'=>'808','kecamatan_id'=>'78','nama'=>'mekarsari','kodepos'=>'42166'],
809;78;sindang mandi;42166;;['id'=>'809','kecamatan_id'=>'78','nama'=>'sindang mandi','kodepos'=>'42166'],
810;78;sindangkarya;42166;;['id'=>'810','kecamatan_id'=>'78','nama'=>'sindangkarya','kodepos'=>'42166'],
811;78;tambang ayam;42166;;['id'=>'811','kecamatan_id'=>'78','nama'=>'tambang ayam','kodepos'=>'42166'],
812;78;tanjung manis;42166;;['id'=>'812','kecamatan_id'=>'78','nama'=>'tanjung manis','kodepos'=>'42166'],
813;79;babakan;42176;;['id'=>'813','kecamatan_id'=>'79','nama'=>'babakan','kodepos'=>'42176'],
814;79;bandung;42176;;['id'=>'814','kecamatan_id'=>'79','nama'=>'bandung','kodepos'=>'42176'],
815;79;blokang;42176;;['id'=>'815','kecamatan_id'=>'79','nama'=>'blokang','kodepos'=>'42176'],
816;79;malabar;42176;;['id'=>'816','kecamatan_id'=>'79','nama'=>'malabar','kodepos'=>'42176'],
817;79;mander;42176;;['id'=>'817','kecamatan_id'=>'79','nama'=>'mander','kodepos'=>'42176'],
818;79;pangawinan;42176;;['id'=>'818','kecamatan_id'=>'79','nama'=>'pangawinan','kodepos'=>'42176'],
819;79;penamping;42176;;['id'=>'819','kecamatan_id'=>'79','nama'=>'penamping','kodepos'=>'42176'],
820;79;pringwulung;42176;;['id'=>'820','kecamatan_id'=>'79','nama'=>'pringwulung','kodepos'=>'42176'],
821;80;baros;42173;;['id'=>'821','kecamatan_id'=>'80','nama'=>'baros','kodepos'=>'42173'],
822;80;cisalam;42173;;['id'=>'822','kecamatan_id'=>'80','nama'=>'cisalam','kodepos'=>'42173'],
823;80;curugagung;42173;;['id'=>'823','kecamatan_id'=>'80','nama'=>'curugagung','kodepos'=>'42173'],
824;80;padasuka;42173;;['id'=>'824','kecamatan_id'=>'80','nama'=>'padasuka','kodepos'=>'42173'],
825;80;panyirapan;42173;;['id'=>'825','kecamatan_id'=>'80','nama'=>'panyirapan','kodepos'=>'42173'],
826;80;sidamukti;42173;;['id'=>'826','kecamatan_id'=>'80','nama'=>'sidamukti','kodepos'=>'42173'],
827;80;sinarmukti;42173;;['id'=>'827','kecamatan_id'=>'80','nama'=>'sinarmukti','kodepos'=>'42173'],
828;80;sindangmandi;42173;;['id'=>'828','kecamatan_id'=>'80','nama'=>'sindangmandi','kodepos'=>'42173'],
829;80;suka indah;42173;;['id'=>'829','kecamatan_id'=>'80','nama'=>'suka indah','kodepos'=>'42173'],
830;80;sukacai;42173;;['id'=>'830','kecamatan_id'=>'80','nama'=>'sukacai','kodepos'=>'42173'],
831;80;sukamanah;42173;;['id'=>'831','kecamatan_id'=>'80','nama'=>'sukamanah','kodepos'=>'42173'],
832;80;sukamenak;42173;;['id'=>'832','kecamatan_id'=>'80','nama'=>'sukamenak','kodepos'=>'42173'],
833;80;tamansari;42173;;['id'=>'833','kecamatan_id'=>'80','nama'=>'tamansari','kodepos'=>'42173'],
834;80;tejamari;42173;;['id'=>'834','kecamatan_id'=>'80','nama'=>'tejamari','kodepos'=>'42173'],
835;81;binuang;42196;;['id'=>'835','kecamatan_id'=>'81','nama'=>'binuang','kodepos'=>'42196'],
836;81;cakung;42196;;['id'=>'836','kecamatan_id'=>'81','nama'=>'cakung','kodepos'=>'42196'],
837;81;gembor;42196;;['id'=>'837','kecamatan_id'=>'81','nama'=>'gembor','kodepos'=>'42196'],
838;81;lamaran;42196;;['id'=>'838','kecamatan_id'=>'81','nama'=>'lamaran','kodepos'=>'42196'],
839;81;renged;42196;;['id'=>'839','kecamatan_id'=>'81','nama'=>'renged','kodepos'=>'42196'],
840;81;sukamampir;42196;;['id'=>'840','kecamatan_id'=>'81','nama'=>'sukamampir','kodepos'=>'42196'],
841;81;warakas;42196;;['id'=>'841','kecamatan_id'=>'81','nama'=>'warakas','kodepos'=>'42196'],
842;82;bojonegara;42454;;['id'=>'842','kecamatan_id'=>'82','nama'=>'bojonegara','kodepos'=>'42454'],
843;82;karang kepuh;42454;;['id'=>'843','kecamatan_id'=>'82','nama'=>'karang kepuh','kodepos'=>'42454'],
844;82;kertasana;42454;;['id'=>'844','kecamatan_id'=>'82','nama'=>'kertasana','kodepos'=>'42454'],
845;82;lambangsari;42454;;['id'=>'845','kecamatan_id'=>'82','nama'=>'lambangsari','kodepos'=>'42454'],
846;82;mangkunegara;42454;;['id'=>'846','kecamatan_id'=>'82','nama'=>'mangkunegara','kodepos'=>'42454'],
847;82;margagiri;42454;;['id'=>'847','kecamatan_id'=>'82','nama'=>'margagiri','kodepos'=>'42454'],
848;82;mekar jaya;42454;;['id'=>'848','kecamatan_id'=>'82','nama'=>'mekar jaya','kodepos'=>'42454'],
849;82;pakuncen;42454;;['id'=>'849','kecamatan_id'=>'82','nama'=>'pakuncen','kodepos'=>'42454'],
850;82;pangarengan;42454;;['id'=>'850','kecamatan_id'=>'82','nama'=>'pangarengan','kodepos'=>'42454'],
851;82;ukirsari;42454;;['id'=>'851','kecamatan_id'=>'82','nama'=>'ukirsari','kodepos'=>'42454'],
852;82;wanakarta;42454;;['id'=>'852','kecamatan_id'=>'82','nama'=>'wanakarta','kodepos'=>'42454'],
853;83;carenang;42195;;['id'=>'853','kecamatan_id'=>'83','nama'=>'carenang','kodepos'=>'42195'],
854;83;mandaya;42195;;['id'=>'854','kecamatan_id'=>'83','nama'=>'mandaya','kodepos'=>'42195'],
855;83;mekarsari;42195;;['id'=>'855','kecamatan_id'=>'83','nama'=>'mekarsari','kodepos'=>'42195'],
856;83;pamanuk;42195;;['id'=>'856','kecamatan_id'=>'83','nama'=>'pamanuk','kodepos'=>'42195'],
857;83;panenjoan;42195;;['id'=>'857','kecamatan_id'=>'83','nama'=>'panenjoan','kodepos'=>'42195'],
858;83;ragasmasigit;42195;;['id'=>'858','kecamatan_id'=>'83','nama'=>'ragasmasigit','kodepos'=>'42195'],
859;83;teras;42195;;['id'=>'859','kecamatan_id'=>'83','nama'=>'teras','kodepos'=>'42195'],
860;83;walikukun;42195;;['id'=>'860','kecamatan_id'=>'83','nama'=>'walikukun','kodepos'=>'42195'],
861;84;bakung;42186;;['id'=>'861','kecamatan_id'=>'84','nama'=>'bakung','kodepos'=>'42186'],
862;84;cikande;42186;;['id'=>'862','kecamatan_id'=>'84','nama'=>'cikande','kodepos'=>'42186'],
863;84;cikande permai;42186;;['id'=>'863','kecamatan_id'=>'84','nama'=>'cikande permai','kodepos'=>'42186'],
864;84;gembor udik;42186;;['id'=>'864','kecamatan_id'=>'84','nama'=>'gembor udik','kodepos'=>'42186'],
865;84;julang;42186;;['id'=>'865','kecamatan_id'=>'84','nama'=>'julang','kodepos'=>'42186'],
866;84;kamurang;42186;;['id'=>'866','kecamatan_id'=>'84','nama'=>'kamurang','kodepos'=>'42186'],
867;84;koper;42186;;['id'=>'867','kecamatan_id'=>'84','nama'=>'koper','kodepos'=>'42186'],
868;84;leuwi limus;42186;;['id'=>'868','kecamatan_id'=>'84','nama'=>'leuwi limus','kodepos'=>'42186'],
869;84;nambo udik;42186;;['id'=>'869','kecamatan_id'=>'84','nama'=>'nambo udik','kodepos'=>'42186'],
870;84;parigi;42186;;['id'=>'870','kecamatan_id'=>'84','nama'=>'parigi','kodepos'=>'42186'],
871;84;situterate;42186;;['id'=>'871','kecamatan_id'=>'84','nama'=>'situterate','kodepos'=>'42186'],
872;84;songgomjaya;42186;;['id'=>'872','kecamatan_id'=>'84','nama'=>'songgomjaya','kodepos'=>'42186'],
873;84;sukatani;42186;;['id'=>'873','kecamatan_id'=>'84','nama'=>'sukatani','kodepos'=>'42186'],
874;85;bantar panjang;42175;;['id'=>'874','kecamatan_id'=>'85','nama'=>'bantar panjang','kodepos'=>'42175'],
875;85;cikeusal;42175;;['id'=>'875','kecamatan_id'=>'85','nama'=>'cikeusal','kodepos'=>'42175'],
876;85;cilayang;42175;;['id'=>'876','kecamatan_id'=>'85','nama'=>'cilayang','kodepos'=>'42175'],
877;85;cilayang guha;42175;;['id'=>'877','kecamatan_id'=>'85','nama'=>'cilayang guha','kodepos'=>'42175'],
878;85;cimaung;42175;;['id'=>'878','kecamatan_id'=>'85','nama'=>'cimaung','kodepos'=>'42175'],
879;85;dahu;42175;;['id'=>'879','kecamatan_id'=>'85','nama'=>'dahu','kodepos'=>'42175'],
880;85;gandayasa;42175;;['id'=>'880','kecamatan_id'=>'85','nama'=>'gandayasa','kodepos'=>'42175'],
881;85;harundang;42175;;['id'=>'881','kecamatan_id'=>'85','nama'=>'harundang','kodepos'=>'42175'],
882;85;katulisan;42175;;['id'=>'882','kecamatan_id'=>'85','nama'=>'katulisan','kodepos'=>'42175'],
883;85;mongpok;42175;;['id'=>'883','kecamatan_id'=>'85','nama'=>'mongpok','kodepos'=>'42175'],
884;85;panosogan;42175;;['id'=>'884','kecamatan_id'=>'85','nama'=>'panosogan','kodepos'=>'42175'],
885;85;panyabrangan;42175;;['id'=>'885','kecamatan_id'=>'85','nama'=>'panyabrangan','kodepos'=>'42175'],
886;85;sukamaju;42175;;['id'=>'886','kecamatan_id'=>'85','nama'=>'sukamaju','kodepos'=>'42175'],
887;85;sukamenak;42175;;['id'=>'887','kecamatan_id'=>'85','nama'=>'sukamenak','kodepos'=>'42175'],
888;85;sukaraja;42175;;['id'=>'888','kecamatan_id'=>'85','nama'=>'sukaraja','kodepos'=>'42175'],
889;85;sukarame;42175;;['id'=>'889','kecamatan_id'=>'85','nama'=>'sukarame','kodepos'=>'42175'],
890;85;sukaratu;42175;;['id'=>'890','kecamatan_id'=>'85','nama'=>'sukaratu','kodepos'=>'42175'],
891;86;bantar wangi;42167;;['id'=>'891','kecamatan_id'=>'86','nama'=>'bantar wangi','kodepos'=>'42167'],
892;86;bantar waru;42167;;['id'=>'892','kecamatan_id'=>'86','nama'=>'bantar waru','kodepos'=>'42167'],
893;86;baros jaya;42167;;['id'=>'893','kecamatan_id'=>'86','nama'=>'baros jaya','kodepos'=>'42167'],
894;86;bulakan;42167;;['id'=>'894','kecamatan_id'=>'86','nama'=>'bulakan','kodepos'=>'42167'],
895;86;cikolelet;42167;;['id'=>'895','kecamatan_id'=>'86','nama'=>'cikolelet','kodepos'=>'42167'],
896;86;cinangka;42167;;['id'=>'896','kecamatan_id'=>'86','nama'=>'cinangka','kodepos'=>'42167'],
897;86;kamasan;42167;;['id'=>'897','kecamatan_id'=>'86','nama'=>'kamasan','kodepos'=>'42167'],
898;86;karang suraga;42167;;['id'=>'898','kecamatan_id'=>'86','nama'=>'karang suraga','kodepos'=>'42167'],
899;86;kubang baros;42167;;['id'=>'899','kecamatan_id'=>'86','nama'=>'kubang baros','kodepos'=>'42167'],
900;86;mekarsari;42167;;['id'=>'900','kecamatan_id'=>'86','nama'=>'mekarsari','kodepos'=>'42167'],
901;86;pasauran;42167;;['id'=>'901','kecamatan_id'=>'86','nama'=>'pasauran','kodepos'=>'42167'],
902;86;ranca sanggal;42167;;['id'=>'902','kecamatan_id'=>'86','nama'=>'ranca sanggal','kodepos'=>'42167'],
903;86;sindang laya;42167;;['id'=>'903','kecamatan_id'=>'86','nama'=>'sindang laya','kodepos'=>'42167'],
904;86;umbul tanjung;42167;;['id'=>'904','kecamatan_id'=>'86','nama'=>'umbul tanjung','kodepos'=>'42167'],
905;87;cemplang;42164;;['id'=>'905','kecamatan_id'=>'87','nama'=>'cemplang','kodepos'=>'42164'],
906;87;cisitu;42164;;['id'=>'906','kecamatan_id'=>'87','nama'=>'cisitu','kodepos'=>'42164'],
907;87;citaman;42164;;['id'=>'907','kecamatan_id'=>'87','nama'=>'citaman','kodepos'=>'42164'],
908;87;lebak;42164;;['id'=>'908','kecamatan_id'=>'87','nama'=>'lebak','kodepos'=>'42164'],
909;87;panyaungan jaya;42164;;['id'=>'909','kecamatan_id'=>'87','nama'=>'panyaungan jaya','kodepos'=>'42164'],
910;87;pondok kaharu;42164;;['id'=>'910','kecamatan_id'=>'87','nama'=>'pondok kaharu','kodepos'=>'42164'],
911;87;siketug;42164;;['id'=>'911','kecamatan_id'=>'87','nama'=>'siketug','kodepos'=>'42164'],
912;87;sukabares;42164;;['id'=>'912','kecamatan_id'=>'87','nama'=>'sukabares','kodepos'=>'42164'],
913;87;sukadana;42164;;['id'=>'913','kecamatan_id'=>'87','nama'=>'sukadana','kodepos'=>'42164'],
914;87;sukarena;42164;;['id'=>'914','kecamatan_id'=>'87','nama'=>'sukarena','kodepos'=>'42164'],
915;87;ujungtebu;42164;;['id'=>'915','kecamatan_id'=>'87','nama'=>'ujungtebu','kodepos'=>'42164'],
916;88;beberan;42182;;['id'=>'916','kecamatan_id'=>'88','nama'=>'beberan','kodepos'=>'42182'],
917;88;bumijaya;42182;;['id'=>'917','kecamatan_id'=>'88','nama'=>'bumijaya','kodepos'=>'42182'],
918;88;cigelam;42182;;['id'=>'918','kecamatan_id'=>'88','nama'=>'cigelam','kodepos'=>'42182'],
919;88;ciruas;42182;;['id'=>'919','kecamatan_id'=>'88','nama'=>'ciruas','kodepos'=>'42182'],
920;88;citerep;42182;;['id'=>'920','kecamatan_id'=>'88','nama'=>'citerep','kodepos'=>'42182'],
921;88;gosara;42182;;['id'=>'921','kecamatan_id'=>'88','nama'=>'gosara','kodepos'=>'42182'],
922;88;kadikaran;42182;;['id'=>'922','kecamatan_id'=>'88','nama'=>'kadikaran','kodepos'=>'42182'],
923;88;kaserangan;42182;;['id'=>'923','kecamatan_id'=>'88','nama'=>'kaserangan','kodepos'=>'42182'],
924;88;kepandean;42182;;['id'=>'924','kecamatan_id'=>'88','nama'=>'kepandean','kodepos'=>'42182'],
925;88;pamong;42182;;['id'=>'925','kecamatan_id'=>'88','nama'=>'pamong','kodepos'=>'42182'],
926;88;pelawad;42182;;['id'=>'926','kecamatan_id'=>'88','nama'=>'pelawad','kodepos'=>'42182'],
927;88;penggalang;42182;;['id'=>'927','kecamatan_id'=>'88','nama'=>'penggalang','kodepos'=>'42182'],
928;88;pulo;42182;;['id'=>'928','kecamatan_id'=>'88','nama'=>'pulo','kodepos'=>'42182'],
929;88;ranjeng;42182;;['id'=>'929','kecamatan_id'=>'88','nama'=>'ranjeng','kodepos'=>'42182'],
930;88;singamerta;42182;;['id'=>'930','kecamatan_id'=>'88','nama'=>'singamerta','kodepos'=>'42182'],
931;89;ciherang;42160;;['id'=>'931','kecamatan_id'=>'89','nama'=>'ciherang','kodepos'=>'42160'],
932;89;curug sulanjana;42160;;['id'=>'932','kecamatan_id'=>'89','nama'=>'curug sulanjana','kodepos'=>'42160'],
933;89;gunungsari;42160;;['id'=>'933','kecamatan_id'=>'89','nama'=>'gunungsari','kodepos'=>'42160'],
934;89;kadu agung;42160;;['id'=>'934','kecamatan_id'=>'89','nama'=>'kadu agung','kodepos'=>'42160'],
935;89;luwuk;42160;;['id'=>'935','kecamatan_id'=>'89','nama'=>'luwuk','kodepos'=>'42160'],
936;89;sukalaba;42160;;['id'=>'936','kecamatan_id'=>'89','nama'=>'sukalaba','kodepos'=>'42160'],
937;89;tamiang;42160;;['id'=>'937','kecamatan_id'=>'89','nama'=>'tamiang','kodepos'=>'42160'],
