id;kecamatan_id;nama;kodepos;;
233;23;mayak;42381;;['id'=>'233','kecamatan_id'=>'23','nama'=>'mayak','kodepos'=>'42381'],
234;23;sekarwangi;42381;;['id'=>'234','kecamatan_id'=>'23','nama'=>'sekarwangi','kodepos'=>'42381'],
235;24;bojongkoneng;42354;;['id'=>'235','kecamatan_id'=>'24','nama'=>'bojongkoneng','kodepos'=>'42354'],
236;24;bulakan;42354;;['id'=>'236','kecamatan_id'=>'24','nama'=>'bulakan','kodepos'=>'42354'],
237;24;ciakar;42354;;['id'=>'237','kecamatan_id'=>'24','nama'=>'ciakar','kodepos'=>'42354'],
238;24;cicaringin;42354;;['id'=>'238','kecamatan_id'=>'24','nama'=>'cicaringin','kodepos'=>'42354'],
239;24;ciginggang;42354;;['id'=>'239','kecamatan_id'=>'24','nama'=>'ciginggang','kodepos'=>'42354'],
240;24;cimanyangray;42354;;['id'=>'240','kecamatan_id'=>'24','nama'=>'cimanyangray','kodepos'=>'42354'],
241;24;cisampang;42354;;['id'=>'241','kecamatan_id'=>'24','nama'=>'cisampang','kodepos'=>'42354'],
242;24;gunungkencana;42354;;['id'=>'242','kecamatan_id'=>'24','nama'=>'gunungkencana','kodepos'=>'42354'],
243;24;gunungkendeng;42354;;['id'=>'243','kecamatan_id'=>'24','nama'=>'gunungkendeng','kodepos'=>'42354'],
244;24;keramatjaya;42354;;['id'=>'244','kecamatan_id'=>'24','nama'=>'keramatjaya','kodepos'=>'42354'],
245;24;sukanegara;42354;;['id'=>'245','kecamatan_id'=>'24','nama'=>'sukanegara','kodepos'=>'42354'],
246;24;tanjungsari indah;42354;;['id'=>'246','kecamatan_id'=>'24','nama'=>'tanjungsari indah','kodepos'=>'42354'],
247;25;aweh;42312;;['id'=>'247','kecamatan_id'=>'25','nama'=>'aweh','kodepos'=>'42312'],
248;25;cikatapis;42311;;['id'=>'248','kecamatan_id'=>'25','nama'=>'cikatapis','kodepos'=>'42311'],
249;25;cilangkap;42312;;['id'=>'249','kecamatan_id'=>'25','nama'=>'cilangkap','kodepos'=>'42312'],
250;25;kalanganyar;42312;;['id'=>'250','kecamatan_id'=>'25','nama'=>'kalanganyar','kodepos'=>'42312'],
251;25;pasirkupa;42312;;['id'=>'251','kecamatan_id'=>'25','nama'=>'pasirkupa','kodepos'=>'42312'],
252;25;sangiangtanjung;42312;;['id'=>'252','kecamatan_id'=>'25','nama'=>'sangiangtanjung','kodepos'=>'42312'],
253;25;sukamekarsari;42312;;['id'=>'253','kecamatan_id'=>'25','nama'=>'sukamekarsari','kodepos'=>'42312'],
254;26;banjaririgasi;42351;;['id'=>'254','kecamatan_id'=>'26','nama'=>'banjaririgasi','kodepos'=>'42351'],
255;26;banjarsari;42351;;['id'=>'255','kecamatan_id'=>'26','nama'=>'banjarsari','kodepos'=>'42351'],
256;26;ciladaeun;42351;;['id'=>'256','kecamatan_id'=>'26','nama'=>'ciladaeun','kodepos'=>'42351'],
257;26;lebakgedong;42351;;['id'=>'257','kecamatan_id'=>'26','nama'=>'lebakgedong','kodepos'=>'42351'],
258;26;lebaksangka;42351;;['id'=>'258','kecamatan_id'=>'26','nama'=>'lebaksangka','kodepos'=>'42351'],
259;26;lebaksitu;42351;;['id'=>'259','kecamatan_id'=>'26','nama'=>'lebaksitu','kodepos'=>'42351'],
260;27;bojongmenteng;42362;;['id'=>'260','kecamatan_id'=>'27','nama'=>'bojongmenteng','kodepos'=>'42362'],
261;27;cibungur;42362;;['id'=>'261','kecamatan_id'=>'27','nama'=>'cibungur','kodepos'=>'42362'],
262;27;cisimeut;42362;;['id'=>'262','kecamatan_id'=>'27','nama'=>'cisimeut','kodepos'=>'42362'],
263;27;cisimeut raya;42362;;['id'=>'263','kecamatan_id'=>'27','nama'=>'cisimeut raya','kodepos'=>'42362'],
264;27;jalupangmulya;42362;;['id'=>'264','kecamatan_id'=>'27','nama'=>'jalupangmulya','kodepos'=>'42362'],
265;27;kanekes;42362;;['id'=>'265','kecamatan_id'=>'27','nama'=>'kanekes','kodepos'=>'42362'],
266;27;lebakparahiang;42362;;['id'=>'266','kecamatan_id'=>'27','nama'=>'lebakparahiang','kodepos'=>'42362'],
267;27;leuwidamar;42362;;['id'=>'267','kecamatan_id'=>'27','nama'=>'leuwidamar','kodepos'=>'42362'],
268;27;margawangi;42362;;['id'=>'268','kecamatan_id'=>'27','nama'=>'margawangi','kodepos'=>'42362'],
269;27;nayagati;42362;;['id'=>'269','kecamatan_id'=>'27','nama'=>'nayagati','kodepos'=>'42362'],
270;27;sangkanwangi;42362;;['id'=>'270','kecamatan_id'=>'27','nama'=>'sangkanwangi','kodepos'=>'42362'],
271;27;wantisari;42362;;['id'=>'271','kecamatan_id'=>'27','nama'=>'wantisari','kodepos'=>'42362'],
272;28;binong;42382;;['id'=>'272','kecamatan_id'=>'28','nama'=>'binong','kodepos'=>'42382'],
273;28;buyut mekar;42382;;['id'=>'273','kecamatan_id'=>'28','nama'=>'buyut mekar','kodepos'=>'42382'],
274;28;cilangkap;42382;;['id'=>'274','kecamatan_id'=>'28','nama'=>'cilangkap','kodepos'=>'42382'],
275;28;curugbadak;42382;;['id'=>'275','kecamatan_id'=>'28','nama'=>'curugbadak','kodepos'=>'42382'],
276;28;gubugan cibeureum;42382;;['id'=>'276','kecamatan_id'=>'28','nama'=>'gubugan cibeureum','kodepos'=>'42382'],
277;28;maja;42382;;['id'=>'277','kecamatan_id'=>'28','nama'=>'maja','kodepos'=>'42382'],
278;28;maja baru;42382;;['id'=>'278','kecamatan_id'=>'28','nama'=>'maja baru','kodepos'=>'42382'],
279;28;mekarsari;42382;;['id'=>'279','kecamatan_id'=>'28','nama'=>'mekarsari','kodepos'=>'42382'],
280;28;padasuka;42382;;['id'=>'280','kecamatan_id'=>'28','nama'=>'padasuka','kodepos'=>'42382'],
281;28;pasirkecapi;42382;;['id'=>'281','kecamatan_id'=>'28','nama'=>'pasirkecapi','kodepos'=>'42382'],
282;28;pasirkembang;42382;;['id'=>'282','kecamatan_id'=>'28','nama'=>'pasirkembang','kodepos'=>'42382'],
283;28;sangiang;42382;;['id'=>'283','kecamatan_id'=>'28','nama'=>'sangiang','kodepos'=>'42382'],
284;28;sindangmulya;42382;;['id'=>'284','kecamatan_id'=>'28','nama'=>'sindangmulya','kodepos'=>'42382'],
285;28;tanjungsari;42382;;['id'=>'285','kecamatan_id'=>'28','nama'=>'tanjungsari','kodepos'=>'42382'],
286;29;bolang;42391;;['id'=>'286','kecamatan_id'=>'29','nama'=>'bolang','kodepos'=>'42391'],
287;29;cilangkahan;42391;;['id'=>'287','kecamatan_id'=>'29','nama'=>'cilangkahan','kodepos'=>'42391'],
288;29;cipeundeuy;42391;;['id'=>'288','kecamatan_id'=>'29','nama'=>'cipeundeuy','kodepos'=>'42391'],
289;29;kadujajar;42391;;['id'=>'289','kecamatan_id'=>'29','nama'=>'kadujajar','kodepos'=>'42391'],
290;29;kersaratu;42391;;['id'=>'290','kecamatan_id'=>'29','nama'=>'kersaratu','kodepos'=>'42391'],
291;29;malingping selatan;42391;;['id'=>'291','kecamatan_id'=>'29','nama'=>'malingping selatan','kodepos'=>'42391'],
292;29;malingping utara;42391;;['id'=>'292','kecamatan_id'=>'29','nama'=>'malingping utara','kodepos'=>'42391'],
293;29;pagelaran;42391;;['id'=>'293','kecamatan_id'=>'29','nama'=>'pagelaran','kodepos'=>'42391'],
294;29;rahong;42391;;['id'=>'294','kecamatan_id'=>'29','nama'=>'rahong','kodepos'=>'42391'],
295;29;sangiang;42391;;['id'=>'295','kecamatan_id'=>'29','nama'=>'sangiang','kodepos'=>'42391'],
296;29;senanghati;42391;;['id'=>'296','kecamatan_id'=>'29','nama'=>'senanghati','kodepos'=>'42391'],
297;29;sukamanah;42391;;['id'=>'297','kecamatan_id'=>'29','nama'=>'sukamanah','kodepos'=>'42391'],
298;29;sukaraja;42391;;['id'=>'298','kecamatan_id'=>'29','nama'=>'sukaraja','kodepos'=>'42391'],
299;29;sumberwaras;42391;;['id'=>'299','kecamatan_id'=>'29','nama'=>'sumberwaras','kodepos'=>'42391'],
300;30;cikarang;42364;;['id'=>'300','kecamatan_id'=>'30','nama'=>'cikarang','kodepos'=>'42364'],
301;30;ciminyak;42364;;['id'=>'301','kecamatan_id'=>'30','nama'=>'ciminyak','kodepos'=>'42364'],
302;30;girijagabaya;42364;;['id'=>'302','kecamatan_id'=>'30','nama'=>'girijagabaya','kodepos'=>'42364'],
303;30;jagaraksa;42364;;['id'=>'303','kecamatan_id'=>'30','nama'=>'jagaraksa','kodepos'=>'42364'],
304;30;leuwicoo;42364;;['id'=>'304','kecamatan_id'=>'30','nama'=>'leuwicoo','kodepos'=>'42364'],
305;30;mekarwangi;42364;;['id'=>'305','kecamatan_id'=>'30','nama'=>'mekarwangi','kodepos'=>'42364'],
306;30;muncang;42364;;['id'=>'306','kecamatan_id'=>'30','nama'=>'muncang','kodepos'=>'42364'],
307;30;pasireurih;42364;;['id'=>'307','kecamatan_id'=>'30','nama'=>'pasireurih','kodepos'=>'42364'],
308;30;pasirnangka;42364;;['id'=>'308','kecamatan_id'=>'30','nama'=>'pasirnangka','kodepos'=>'42364'],
309;30;sindangwangi;42364;;['id'=>'309','kecamatan_id'=>'30','nama'=>'sindangwangi','kodepos'=>'42364'],
310;30;sukanagara;42364;;['id'=>'310','kecamatan_id'=>'30','nama'=>'sukanagara','kodepos'=>'42364'],
311;30;tanjungwangi;42364;;['id'=>'311','kecamatan_id'=>'30','nama'=>'tanjungwangi','kodepos'=>'42364'],
312;31;cibarengkok;42390;;['id'=>'312','kecamatan_id'=>'31','nama'=>'cibarengkok','kodepos'=>'42390'],
313;31;cimandiri;42390;;['id'=>'313','kecamatan_id'=>'31','nama'=>'cimandiri','kodepos'=>'42390'],
314;31;gununggede;42390;;['id'=>'314','kecamatan_id'=>'31','nama'=>'gununggede','kodepos'=>'42390'],
315;31;hegarmanah;42390;;['id'=>'315','kecamatan_id'=>'31','nama'=>'hegarmanah','kodepos'=>'42390'],
316;31;jatake;42390;;['id'=>'316','kecamatan_id'=>'31','nama'=>'jatake','kodepos'=>'42390'],
317;31;mekarjaya;42390;;['id'=>'317','kecamatan_id'=>'31','nama'=>'mekarjaya','kodepos'=>'42390'],
318;31;panggarangan;42390;;['id'=>'318','kecamatan_id'=>'31','nama'=>'panggarangan','kodepos'=>'42390'],
319;31;sindangratu;42390;;['id'=>'319','kecamatan_id'=>'31','nama'=>'sindangratu','kodepos'=>'42390'],
320;31;situregen;42390;;['id'=>'320','kecamatan_id'=>'31','nama'=>'situregen','kodepos'=>'42390'],
321;31;sogong;42390;;['id'=>'321','kecamatan_id'=>'31','nama'=>'sogong','kodepos'=>'42390'],
322;31;sukajadi;42390;;['id'=>'322','kecamatan_id'=>'31','nama'=>'sukajadi','kodepos'=>'42390'],
323;32;cijoro lebak;42317;;['id'=>'323','kecamatan_id'=>'32','nama'=>'cijoro lebak','kodepos'=>'42317'],
324;32;cijoro pasir;42316;;['id'=>'324','kecamatan_id'=>'32','nama'=>'cijoro pasir','kodepos'=>'42316'],
325;32;cimangeunteung;42312;;['id'=>'325','kecamatan_id'=>'32','nama'=>'cimangeunteung','kodepos'=>'42312'],
326;32;citeras;42312;;['id'=>'326','kecamatan_id'=>'32','nama'=>'citeras','kodepos'=>'42312'],
327;32;jatimulya;42315;;['id'=>'327','kecamatan_id'=>'32','nama'=>'jatimulya','kodepos'=>'42315'],
328;32;kolelet wetan;42312;;['id'=>'328','kecamatan_id'=>'32','nama'=>'kolelet wetan','kodepos'=>'42312'],
329;32;mekarsari;42312;;['id'=>'329','kecamatan_id'=>'32','nama'=>'mekarsari','kodepos'=>'42312'],
330;32;muara ciujung barat;42311;;['id'=>'330','kecamatan_id'=>'32','nama'=>'muara ciujung barat','kodepos'=>'42311'],
331;32;muara ciujung timur;42314;;['id'=>'331','kecamatan_id'=>'32','nama'=>'muara ciujung timur','kodepos'=>'42314'],
332;32;nameng;42312;;['id'=>'332','kecamatan_id'=>'32','nama'=>'nameng','kodepos'=>'42312'],
333;32;narimbang mulia;42319;;['id'=>'333','kecamatan_id'=>'32','nama'=>'narimbang mulia','kodepos'=>'42319'],
334;32;pabuaran;42312;;['id'=>'334','kecamatan_id'=>'32','nama'=>'pabuaran','kodepos'=>'42312'],
335;32;pasirtanjung;42312;;['id'=>'335','kecamatan_id'=>'32','nama'=>'pasirtanjung','kodepos'=>'42312'],
336;32;rangkasbitung barat;42312;;['id'=>'336','kecamatan_id'=>'32','nama'=>'rangkasbitung barat','kodepos'=>'42312'],
337;32;rangkasbitung timur;42313;;['id'=>'337','kecamatan_id'=>'32','nama'=>'rangkasbitung timur','kodepos'=>'42313'],
338;32;sukamanah;42312;;['id'=>'338','kecamatan_id'=>'32','nama'=>'sukamanah','kodepos'=>'42312'],
339;33;bungurmekar;42371;;['id'=>'339','kecamatan_id'=>'33','nama'=>'bungurmekar','kodepos'=>'42371'],
340;33;calungbungur;42371;;['id'=>'340','kecamatan_id'=>'33','nama'=>'calungbungur','kodepos'=>'42371'],
341;33;ciuyah;42371;;['id'=>'341','kecamatan_id'=>'33','nama'=>'ciuyah','kodepos'=>'42371'],
342;33;maraya;42371;;['id'=>'342','kecamatan_id'=>'33','nama'=>'maraya','kodepos'=>'42371'],
343;33;margaluyu;42371;;['id'=>'343','kecamatan_id'=>'33','nama'=>'margaluyu','kodepos'=>'42371'],
344;33;mekarsari;42371;;['id'=>'344','kecamatan_id'=>'33','nama'=>'mekarsari','kodepos'=>'42371'],
345;33;paja;42371;;['id'=>'345','kecamatan_id'=>'33','nama'=>'paja','kodepos'=>'42371'],
346;33;pajagan;42371;;['id'=>'346','kecamatan_id'=>'33','nama'=>'pajagan','kodepos'=>'42371'],
347;33;parungsari;42371;;['id'=>'347','kecamatan_id'=>'33','nama'=>'parungsari','kodepos'=>'42371'],
348;33;sajira;42371;;['id'=>'348','kecamatan_id'=>'33','nama'=>'sajira','kodepos'=>'42371'],
349;33;sajira mekar;42371;;['id'=>'349','kecamatan_id'=>'33','nama'=>'sajira mekar','kodepos'=>'42371'],
350;33;sindangsari;42371;;['id'=>'350','kecamatan_id'=>'33','nama'=>'sindangsari','kodepos'=>'42371'],
351;33;sukajaya;42371;;['id'=>'351','kecamatan_id'=>'33','nama'=>'sukajaya','kodepos'=>'42371'],
352;33;sukamarga;42371;;['id'=>'352','kecamatan_id'=>'33','nama'=>'sukamarga','kodepos'=>'42371'],
353;33;sukarame;42371;;['id'=>'353','kecamatan_id'=>'33','nama'=>'sukarame','kodepos'=>'42371'],
354;34;bojen;42280;;['id'=>'354','kecamatan_id'=>'34','nama'=>'bojen','kodepos'=>'42280'],
355;34;bojenwetan;42280;;['id'=>'355','kecamatan_id'=>'34','nama'=>'bojenwetan','kodepos'=>'42280'],
356;34;cimanis;42280;;['id'=>'356','kecamatan_id'=>'34','nama'=>'cimanis','kodepos'=>'42280'],
357;34;ciparasi;42318;;['id'=>'357','kecamatan_id'=>'34','nama'=>'ciparasi','kodepos'=>'42318'],
358;34;cirompang;42318;;['id'=>'358','kecamatan_id'=>'34','nama'=>'cirompang','kodepos'=>'42318'],
359;34;hariang;42318;;['id'=>'359','kecamatan_id'=>'34','nama'=>'hariang','kodepos'=>'42318'],
360;34;kertaraharja;42280;;['id'=>'360','kecamatan_id'=>'34','nama'=>'kertaraharja','kodepos'=>'42280'],
361;34;kutamekar;42280;;['id'=>'361','kecamatan_id'=>'34','nama'=>'kutamekar','kodepos'=>'42280'],
362;34;majasari;42318;;['id'=>'362','kecamatan_id'=>'34','nama'=>'majasari','kodepos'=>'42318'],
363;34;pangkalan;42280;;['id'=>'363','kecamatan_id'=>'34','nama'=>'pangkalan','kodepos'=>'42280'],
364;34;sinar jaya;42318;;['id'=>'364','kecamatan_id'=>'34','nama'=>'sinar jaya','kodepos'=>'42318'],
365;34;sindanglaya;42315;;['id'=>'365','kecamatan_id'=>'34','nama'=>'sindanglaya','kodepos'=>'42315'],
366;34;sobang;42318;;['id'=>'366','kecamatan_id'=>'34','nama'=>'sobang','kodepos'=>'42318'],
367;34;sobang;42280;;['id'=>'367','kecamatan_id'=>'34','nama'=>'sobang','kodepos'=>'42280'],
368;34;sukajaya;42318;;['id'=>'368','kecamatan_id'=>'34','nama'=>'sukajaya','kodepos'=>'42318'],
369;34;sukamaju;42318;;['id'=>'369','kecamatan_id'=>'34','nama'=>'sukamaju','kodepos'=>'42318'],
370;34;sukaresmi;42318;;['id'=>'370','kecamatan_id'=>'34','nama'=>'sukaresmi','kodepos'=>'42318'],
371;34;teluklada;42280;;['id'=>'371','kecamatan_id'=>'34','nama'=>'teluklada','kodepos'=>'42280'],
372;35;bejod;42396;;['id'=>'372','kecamatan_id'=>'35','nama'=>'bejod','kodepos'=>'42396'],
373;35;cikeusik;42396;;['id'=>'373','kecamatan_id'=>'35','nama'=>'cikeusik','kodepos'=>'42396'],
374;35;cilangkap;42396;;['id'=>'374','kecamatan_id'=>'35','nama'=>'cilangkap','kodepos'=>'42396'],
375;35;cipedang;42396;;['id'=>'375','kecamatan_id'=>'35','nama'=>'cipedang','kodepos'=>'42396'],
376;35;cipeucang;42396;;['id'=>'376','kecamatan_id'=>'35','nama'=>'cipeucang','kodepos'=>'42396'],
377;35;cisarap;42396;;['id'=>'377','kecamatan_id'=>'35','nama'=>'cisarap','kodepos'=>'42396'],
378;35;karangpamindangan;42396;;['id'=>'378','kecamatan_id'=>'35','nama'=>'karangpamindangan','kodepos'=>'42396'],
379;35;katapang;42396;;['id'=>'379','kecamatan_id'=>'35','nama'=>'katapang','kodepos'=>'42396'],
380;35;muara;42396;;['id'=>'380','kecamatan_id'=>'35','nama'=>'muara','kodepos'=>'42396'],
381;35;parungpanjang;42396;;['id'=>'381','kecamatan_id'=>'35','nama'=>'parungpanjang','kodepos'=>'42396'],
382;35;parungsari;42396;;['id'=>'382','kecamatan_id'=>'35','nama'=>'parungsari','kodepos'=>'42396'],
383;35;sukatani;42396;;['id'=>'383','kecamatan_id'=>'35','nama'=>'sukatani','kodepos'=>'42396'],
384;35;wanasalam;42396;;['id'=>'384','kecamatan_id'=>'35','nama'=>'wanasalam','kodepos'=>'42396'],
385;36;banjarsari;42352;;['id'=>'385','kecamatan_id'=>'36','nama'=>'banjarsari','kodepos'=>'42352'],
386;36;baros;42352;;['id'=>'386','kecamatan_id'=>'36','nama'=>'baros','kodepos'=>'42352'],
387;36;cempaka;42352;;['id'=>'387','kecamatan_id'=>'36','nama'=>'cempaka','kodepos'=>'42352'],
388;36;cibuah;42352;;['id'=>'388','kecamatan_id'=>'36','nama'=>'cibuah','kodepos'=>'42352'],
389;36;jagabaya;42352;;['id'=>'389','kecamatan_id'=>'36','nama'=>'jagabaya','kodepos'=>'42352'],
390;36;padasuka;42352;;['id'=>'390','kecamatan_id'=>'36','nama'=>'padasuka','kodepos'=>'42352'],
391;36;pasir tangkil;42352;;['id'=>'391','kecamatan_id'=>'36','nama'=>'pasir tangkil','kodepos'=>'42352'],
392;36;selaraja;42352;;['id'=>'392','kecamatan_id'=>'36','nama'=>'selaraja','kodepos'=>'42352'],
393;36;sindangsari;42352;;['id'=>'393','kecamatan_id'=>'36','nama'=>'sindangsari','kodepos'=>'42352'],
394;36;sukaraja;42352;;['id'=>'394','kecamatan_id'=>'36','nama'=>'sukaraja','kodepos'=>'42352'],
395;36;sukarendah;42352;;['id'=>'395','kecamatan_id'=>'36','nama'=>'sukarendah','kodepos'=>'42352'],
396;36;warunggunung;42352;;['id'=>'396','kecamatan_id'=>'36','nama'=>'warunggunung','kodepos'=>'42352'],
397;37;angsana;42277;;['id'=>'397','kecamatan_id'=>'37','nama'=>'angsana','kodepos'=>'42277'],
398;37;cikayas;42277;;['id'=>'398','kecamatan_id'=>'37','nama'=>'cikayas','kodepos'=>'42277'],
399;37;cipinang;42277;;['id'=>'399','kecamatan_id'=>'37','nama'=>'cipinang','kodepos'=>'42277'],
400;37;kadubadak;42277;;['id'=>'400','kecamatan_id'=>'37','nama'=>'kadubadak','kodepos'=>'42277'],
401;37;karangsari;42277;;['id'=>'401','kecamatan_id'=>'37','nama'=>'karangsari','kodepos'=>'42277'],
402;37;kramatmanik;42277;;['id'=>'402','kecamatan_id'=>'37','nama'=>'kramatmanik','kodepos'=>'42277'],
403;37;padaherang;42277;;['id'=>'403','kecamatan_id'=>'37','nama'=>'padaherang','kodepos'=>'42277'],
404;37;padamulya;42277;;['id'=>'404','kecamatan_id'=>'37','nama'=>'padamulya','kodepos'=>'42277'],
405;37;sumurlaban;42277;;['id'=>'405','kecamatan_id'=>'37','nama'=>'sumurlaban','kodepos'=>'42277'],
406;38;bandung;42252;;['id'=>'406','kecamatan_id'=>'38','nama'=>'bandung','kodepos'=>'42252'],
407;38;banjar;42252;;['id'=>'407','kecamatan_id'=>'38','nama'=>'banjar','kodepos'=>'42252'],
408;38;cibeureum;42252;;['id'=>'408','kecamatan_id'=>'38','nama'=>'cibeureum','kodepos'=>'42252'],
409;38;cibodas;42252;;['id'=>'409','kecamatan_id'=>'38','nama'=>'cibodas','kodepos'=>'42252'],
410;38;citalahab;42252;;['id'=>'410','kecamatan_id'=>'38','nama'=>'citalahab','kodepos'=>'42252'],
411;38;gunungputri;42252;;['id'=>'411','kecamatan_id'=>'38','nama'=>'gunungputri','kodepos'=>'42252'],
412;38;kadubale;42252;;['id'=>'412','kecamatan_id'=>'38','nama'=>'kadubale','kodepos'=>'42252'],
413;38;kadulimus;42252;;['id'=>'413','kecamatan_id'=>'38','nama'=>'kadulimus','kodepos'=>'42252'],
414;38;kadumaneuh;42252;;['id'=>'414','kecamatan_id'=>'38','nama'=>'kadumaneuh','kodepos'=>'42252'],
415;38;mogana;42252;;['id'=>'415','kecamatan_id'=>'38','nama'=>'mogana','kodepos'=>'42252'],
416;38;pasirawi;42252;;['id'=>'416','kecamatan_id'=>'38','nama'=>'pasirawi','kodepos'=>'42252'],
417;39;banyumas;42274;;['id'=>'417','kecamatan_id'=>'39','nama'=>'banyumas','kodepos'=>'42274'],
418;39;bojong;42274;;['id'=>'418','kecamatan_id'=>'39','nama'=>'bojong','kodepos'=>'42274'],
419;39;cahayamekar;42274;;['id'=>'419','kecamatan_id'=>'39','nama'=>'cahayamekar','kodepos'=>'42274'],
420;39;cijakan;42274;;['id'=>'420','kecamatan_id'=>'39','nama'=>'cijakan','kodepos'=>'42274'],
421;39;citumenggung;42274;;['id'=>'421','kecamatan_id'=>'39','nama'=>'citumenggung','kodepos'=>'42274'],
422;39;geredug;42274;;['id'=>'422','kecamatan_id'=>'39','nama'=>'geredug','kodepos'=>'42274'],
423;39;manggungjaya;42274;;['id'=>'423','kecamatan_id'=>'39','nama'=>'manggungjaya','kodepos'=>'42274'],
424;39;mekarsari;42274;;['id'=>'424','kecamatan_id'=>'39','nama'=>'mekarsari','kodepos'=>'42274'],
425;40;cadasari;42251;;['id'=>'425','kecamatan_id'=>'40','nama'=>'cadasari','kodepos'=>'42251'],
426;40;ciinjuk;42251;;['id'=>'426','kecamatan_id'=>'40','nama'=>'ciinjuk','kodepos'=>'42251'],
427;40;cikentrung;42251;;['id'=>'427','kecamatan_id'=>'40','nama'=>'cikentrung','kodepos'=>'42251'],
428;40;kaduela;42251;;['id'=>'428','kecamatan_id'=>'40','nama'=>'kaduela','kodepos'=>'42251'],
429;40;kaduengang;42251;;['id'=>'429','kecamatan_id'=>'40','nama'=>'kaduengang','kodepos'=>'42251'],
430;40;kaungcaang;42251;;['id'=>'430','kecamatan_id'=>'40','nama'=>'kaungcaang','kodepos'=>'42251'],
431;40;koranji;42251;;['id'=>'431','kecamatan_id'=>'40','nama'=>'koranji','kodepos'=>'42251'],
432;40;kurungdahu;42251;;['id'=>'432','kecamatan_id'=>'40','nama'=>'kurungdahu','kodepos'=>'42251'],
433;40;pasirpeuteuy;42251;;['id'=>'433','kecamatan_id'=>'40','nama'=>'pasirpeuteuy','kodepos'=>'42251'],
434;40;tanagara;42251;;['id'=>'434','kecamatan_id'=>'40','nama'=>'tanagara','kodepos'=>'42251'],
435;40;tapos;42251;;['id'=>'435','kecamatan_id'=>'40','nama'=>'tapos','kodepos'=>'42251'],
436;41;banjarmasin;42264;;['id'=>'436','kecamatan_id'=>'41','nama'=>'banjarmasin','kodepos'=>'42264'],
437;41;carita;42264;;['id'=>'437','kecamatan_id'=>'41','nama'=>'carita','kodepos'=>'42264'],
438;41;cinoyong;42264;;['id'=>'438','kecamatan_id'=>'41','nama'=>'cinoyong','kodepos'=>'42264'],
439;41;kawoyang;42264;;['id'=>'439','kecamatan_id'=>'41','nama'=>'kawoyang','kodepos'=>'42264'],
440;41;pejamben;42264;;['id'=>'440','kecamatan_id'=>'41','nama'=>'pejamben','kodepos'=>'42264'],
441;41;sindanglaut;42264;;['id'=>'441','kecamatan_id'=>'41','nama'=>'sindanglaut','kodepos'=>'42264'],
442;41;sukajadi;42264;;['id'=>'442','kecamatan_id'=>'41','nama'=>'sukajadi','kodepos'=>'42264'],
443;41;sukanegara;42264;;['id'=>'443','kecamatan_id'=>'41','nama'=>'sukanegara','kodepos'=>'42264'],
444;41;sukarame;42264;;['id'=>'444','kecamatan_id'=>'41','nama'=>'sukarame','kodepos'=>'42264'],
445;41;tembong;42264;;['id'=>'445','kecamatan_id'=>'41','nama'=>'tembong','kodepos'=>'42264'],
446;42;cibaliung;42285;;['id'=>'446','kecamatan_id'=>'42','nama'=>'cibaliung','kodepos'=>'42285'],
447;42;cibingbin;42285;;['id'=>'447','kecamatan_id'=>'42','nama'=>'cibingbin','kodepos'=>'42285'],
448;42;cihanjuang;42285;;['id'=>'448','kecamatan_id'=>'42','nama'=>'cihanjuang','kodepos'=>'42285'],
449;42;curug;42285;;['id'=>'449','kecamatan_id'=>'42','nama'=>'curug','kodepos'=>'42285'],
450;42;mahendra;42285;;['id'=>'450','kecamatan_id'=>'42','nama'=>'mahendra','kodepos'=>'42285'],
451;42;mendung;42285;;['id'=>'451','kecamatan_id'=>'42','nama'=>'mendung','kodepos'=>'42285'],
452;42;sorongan;42285;;['id'=>'452','kecamatan_id'=>'42','nama'=>'sorongan','kodepos'=>'42285'],
453;42;sudimanik;42285;;['id'=>'453','kecamatan_id'=>'42','nama'=>'sudimanik','kodepos'=>'42285'],
454;42;sukajadi;42285;;['id'=>'454','kecamatan_id'=>'42','nama'=>'sukajadi','kodepos'=>'42285'],
455;43;cikadu;42287;;['id'=>'455','kecamatan_id'=>'43','nama'=>'cikadu','kodepos'=>'42287'],
456;43;cikalong;42287;;['id'=>'456','kecamatan_id'=>'43','nama'=>'cikalong','kodepos'=>'42287'],
457;43;cikiruh;42287;;['id'=>'457','kecamatan_id'=>'43','nama'=>'cikiruh','kodepos'=>'42287'],
458;43;citeluk;42287;;['id'=>'458','kecamatan_id'=>'43','nama'=>'citeluk','kodepos'=>'42287'],
459;43;kiarajangkung;42287;;['id'=>'459','kecamatan_id'=>'43','nama'=>'kiarajangkung','kodepos'=>'42287'],
460;43;kiarapayung;42287;;['id'=>'460','kecamatan_id'=>'43','nama'=>'kiarapayung','kodepos'=>'42287'],
461;43;kutakarang;42287;;['id'=>'461','kecamatan_id'=>'43','nama'=>'kutakarang','kodepos'=>'42287'],
462;43;malangnengah;42287;;['id'=>'462','kecamatan_id'=>'43','nama'=>'malangnengah','kodepos'=>'42287'],
463;43;manglid;42287;;['id'=>'463','kecamatan_id'=>'43','nama'=>'manglid','kodepos'=>'42287'],
464;43;sindangkerta;42287;;['id'=>'464','kecamatan_id'=>'43','nama'=>'sindangkerta','kodepos'=>'42287'],
465;44;banyuasih;42282;;['id'=>'465','kecamatan_id'=>'44','nama'=>'banyuasih','kodepos'=>'42282'],
